# SAXS profile: number of points = 82, q_min = 0, q_max = 0.4, delta_q = 0.005
#    q    intensity    error
0.00000    35707521.78266174 5356.12826740
0.00500    34879910.55499966 56505.45404660
0.01000    32516930.47228345 91209.98812139
0.01500    28950708.72661842 104222.54923187
0.02000    24651527.62351952 93182.77243329
0.02500    20129131.12544340 102054.69261263
0.03000    15836750.70318680 73640.88917691
0.03500    12102162.80410879 91492.34881085
0.04000    9098279.18704923 78336.18209225
0.04500    6853056.69389428 66200.52621549
0.05000    5286679.44802370 52576.02595847
0.05500    4259930.72135581 39361.75900123
0.06000    3618111.16314901 43037.43133947
0.06500    3221714.17571178 44652.95749242
0.07000    2961458.12744045 44155.33970709
0.07500    2761095.18710707 31476.48443872
0.08000    2573294.11919670 37518.62742963
0.08500    2373358.22991192 33677.95253844
0.09000    2153367.86187587 44090.20599725
0.09500    1917316.89104418 33131.23514442
0.10000    1676770.21760171 33023.98870483
0.10500    1446510.40278501 25299.46638456
0.11000    1240460.73745371 24784.40498534
0.11500    1068506.97039364 22310.42504744
0.12000    934774.21088262 16966.15155143
0.12500    837795.80045558 23751.51041624
0.13000    772059.10362662 15170.96104975
0.13500    730226.41453422 16386.28037858
0.14000    705189.70987697 17897.71443947
0.14500    691296.15533520 16653.32401234
0.15000    684582.31746897 20157.52589030
0.15500    682234.32359286 19157.13938104
0.16000    681726.98860237 21402.81833175
0.16500    680203.99278695 18630.78694851
0.17000    674391.22703418 20757.76150685
0.17500    661202.50393039 27929.19314530
0.18000    638699.82678495 17340.69991176
0.18500    606986.81965270 20321.91827018
0.19000    568480.37520659 19544.35486504
0.19500    527417.53221206 20157.89763288
0.20000    488567.74690105 17676.38068975
0.20500    455784.39405356 14083.73746299
0.21000    430850.34177431 16363.69561656
0.21500    413142.94768622 16062.99744867
0.22000    400177.14977978 15919.04666403
0.22500    388762.53719714 13179.04971771
0.23000    376194.25465632 14338.64369712
0.23500    361076.69081254 15338.53748433
0.24000    343484.93731735 16142.07426992
0.24500    324578.65637475 15570.03779969
0.25000    305948.29104125 13822.74348151
0.25500    289053.56788952 17759.45081573
0.26000    274886.74309396 12914.17890301
0.26500    263904.03620092 12635.72497193
0.27000    256094.07645567 12492.26877131
0.27500    251059.06587182 11433.22960518
0.28000    248084.65564693 14639.47520367
0.28500    246228.12016824 13732.14195592
0.29000    244460.94280872 10670.71991591
0.29500    241907.02081745 11814.73863354
0.30000    238054.65943795 12897.80116102
0.30500    232893.21308692 12827.75789104
0.31000    226851.97551200 13757.43774841
0.31500    220605.96721280 11502.39487419
0.32000    214810.41849752 12411.74570423
0.32500    209891.72839073 15395.55793440
0.33000    205963.91262644 11248.71883742
0.33500    202872.52524286 10224.77504438
0.34000    200302.60293859 13319.12128557
0.34500    197889.18690813 15405.67285745
0.35000    195267.16960797 12336.97950086
0.35500    192105.94605714 14361.84020712
0.36000    188143.72480453 12225.57896529
0.36500    183230.56957885 11065.29385021
0.37000    177399.04706847 11846.70809915
0.37500    170877.62999399 9637.49811682
0.38000    164071.40287169 12189.68460461
0.38500    157446.02951515 10939.34988683
0.39000    151408.38777091 10656.12209374
0.39500    146182.94107647 9551.59315698
0.40000    141775.62397692 11938.92502891
0.40500    138017.98887904 10926.88393592
