# SAXS profile: number of points = 82, q_min = 0, q_max = 0.4, delta_q = 0.005
#    q    intensity    error
0.00000    63518159.17962822 9527.72387694
0.00500    61702643.60286725 99958.28077478
0.01000    56604806.09975576 158776.47788351
0.01500    49159989.68098396 176975.95914305
0.02000    40604423.28205042 153484.71673886
0.02500    32131794.71417396 162908.19569963
0.03000    24621193.08334286 114488.54536107
0.03500    18519923.62775603 140010.61958328
0.04000    13886053.95339807 119558.92193159
0.04500    10530978.85468351 101729.25351185
0.05000    8176330.48047020 81313.60484641
0.05500    6561931.26946480 60632.24359882
0.06000    5484709.28409262 65240.61549995
0.06500    4789845.49493095 66387.25709835
0.07000    4349248.13194041 64847.28821820
0.07500    4052723.89698375 46201.05140653
0.08000    3814869.08221579 55620.78999083
0.08500    3585389.79151643 50876.68001766
0.09000    3349345.02091328 68577.83778721
0.09500    3114111.96323295 53811.85353441
0.10000    2891001.29558345 56938.26925645
0.10500    2682686.85626381 46920.19207720
0.11000    2482600.89860056 49602.36485533
0.11500    2283206.75619169 47673.35601289
0.12000    2084581.21901383 37835.14828641
0.12500    1896482.41295666 53765.27521511
0.13000    1732611.59632477 34045.81711261
0.13500    1601839.50338212 35945.27765836
0.14000    1502688.36431420 38138.22983988
0.14500    1424254.73510262 34310.29580698
0.15000    1352279.89169971 39817.88052699
0.15500    1276072.21214217 35832.10692118
0.16000    1192270.72064624 37431.33844323
0.16500    1104197.21889049 30243.96115348
0.17000    1018216.60638851 31340.70644822
0.17500    939982.74660029 39704.87033397
0.18000    872396.22904476 23685.55709208
0.18500    815709.47158180 27309.95250142
0.19000    768689.71405165 26427.55178149
0.19500    729845.27883142 27894.68593662
0.20000    697817.50468962 25247.03675816
0.20500    671353.40158673 20744.81964760
0.21000    649075.76232338 24651.89690464
0.21500    629518.20317819 24475.66719503
0.22000    611388.91416213 24321.05046421
0.22500    593891.12992983 20132.90885661
0.23000    576800.75497147 21984.76028647
0.23500    560378.79497985 23804.89068092
0.24000    545102.37295866 25617.08544698
0.24500    531416.30512476 25492.03958936
0.25000    519532.62562298 23472.48350309
0.25500    509371.28869989 31295.77128094
0.26000    500518.04731431 23514.33733925
0.26500    492260.34798707 23569.42493678
0.27000    483717.50230057 23595.73923676
0.27500    474031.47289957 21587.39279508
0.28000    462622.98938300 27299.38199547
0.28500    449390.35772605 25062.49969215
0.29000    434711.18009505 18975.14258848
0.29500    419290.76727841 20478.16061770
0.30000    403853.77420345 21880.79699889
0.30500    388917.35335462 21421.56734553
0.31000    374705.15702494 22723.99374149
0.31500    361282.05737335 18837.24605173
0.32000    348748.03922641 20150.66125750
0.32500    337337.13084109 24743.67799583
0.33000    327334.58425458 17877.37792068
0.33500    318855.01220590 16070.29225705
0.34000    311658.77660175 20723.74988828
0.34500    305166.80646629 23757.23535392
0.35000    298658.05218530 18869.21531651
0.35500    291579.08001833 21798.45153631
0.36000    283746.46307190 18437.84475944
0.36500    275311.55172596 16626.06423812
0.37000    266577.87384391 17802.07001846
0.37500    257746.98890014 14536.92984991
0.38000    248848.22490918 18488.17845747
0.38500    239787.68090043 16660.44769754
0.39000    230544.83060612 16225.74481631
0.39500    221285.06339852 14458.76572010
0.40000    212383.78543177 17884.83817245
0.40500    204333.33377834 16177.06967454
