# SAXS profile: number of points = 82, q_min = 0, q_max = 0.4, delta_q = 0.005
#    q    intensity    error
0.00000    63197921.49490739 9479.68822424
0.00500    61325192.03555331 99346.80924712
0.01000    56016955.65814880 157127.55742831
0.01500    48129553.55463558 173266.38916593
0.02000    38866416.02576222 146915.04944995
0.02500    29510443.07748775 149617.94318727
0.03000    21161459.93492737 98400.78656893
0.03500    14546399.36793986 109970.77683187
0.04000    9941815.51677318 85599.02973280
0.04500    7213122.97445975 69678.76640970
0.05000    5940487.03617894 59078.14228019
0.05500    5583117.93019338 51588.00854250
0.06000    5630610.72259820 66976.11307281
0.06500    5705318.73936399 79075.71598688
0.07000    5601177.75592553 83513.55850047
0.07500    5266829.42219568 60041.85408865
0.08000    4754630.18812979 69322.50661258
0.08500    4161017.65006062 59044.83914995
0.09000    3578239.81329857 73264.45855770
0.09500    3067334.07621979 53003.53166470
0.10000    2652202.95862876 52235.13611421
0.10500    2327810.27867309 40713.40087256
0.11000    2074054.99397968 41439.61786181
0.11500    1868307.87027781 39010.26746697
0.12000    1693037.00284670 30728.62092051
0.12500    1538469.10012255 43615.59802133
0.13000    1401648.80424602 27542.39839251
0.13500    1283890.57480163 28810.50385932
0.14000    1188118.04243689 30154.43524782
0.14500    1116695.76885264 26901.20047449
0.15000    1070007.25112668 31506.36280987
0.15500    1045792.44578475 29365.85122547
0.16000    1039158.46519975 32624.37929026
0.16500    1043237.39194420 28574.27153051
0.17000    1050188.07598537 32324.78826054
0.17500    1052459.01544833 44455.86782452
0.18000    1043892.27932433 28341.67475367
0.18500    1020618.82236000 34170.31741295
0.19000    981522.47530210 33744.74195058
0.19500    928445.28424317 35485.17797467
0.20000    865873.70772227 31327.31004866
0.20500    800282.53578517 24728.72980571
0.21000    738948.09188968 28065.24790564
0.21500    688427.40567552 26766.05693717
0.22000    653012.39648738 25976.83255427
0.22500    633640.73130474 21480.42031323
0.23000    627605.18592234 23921.17112906
0.23500    629350.84641552 26734.82336069
0.24000    632061.13812511 29703.71252501
0.24500    629561.16654601 30200.04848693
0.25000    617864.00404294 27915.09508119
0.25500    595951.76803739 36615.27581300
0.26000    565543.99413667 26569.25625295
0.26500    530147.96313323 25383.48390959
0.27000    493826.81842404 24088.87166628
0.27500    460118.14486985 20953.77985072
0.28000    431412.09562492 25457.62719583
0.28500    408802.56075860 22798.91830569
0.29000    392232.71953884 17120.95782650
0.29500    380794.44325007 18598.00019404
0.30000    372980.68198503 20208.09289976
0.30500    366953.52233931 20211.79956016
0.31000    360805.96159559 21881.07705346
0.31500    352898.19064403 18400.11125021
0.32000    342197.19623084 19772.15355765
0.32500    328514.67246682 24096.55068849
0.33000    312542.70341045 17069.51936638
0.33500    295627.88900556 14899.64527384
0.34000    279354.76378145 18575.69460367
0.34500    265091.45276099 20637.36913750
0.35000    253620.39567040 16023.73624132
0.35500    245006.14182201 18316.65875435
0.36000    238703.96952259 15510.98359384
0.36500    233807.15357641 14119.61368974
0.37000    229390.69657858 15318.71037604
0.37500    224762.54539906 12676.60727792
0.38000    219658.63093858 16319.53762177
0.38500    214247.82697363 14885.93868626
0.39000    209049.97086894 14712.93662174
0.39500    204702.90088718 13375.28724576
0.40000    201719.10201408 16986.76520187
0.40500    200275.09769159 15855.77913071
