# SAXS profile: number of points = 82, q_min = 0, q_max = 0.4, delta_q = 0.005
#    q    intensity    error
0.00000    62117638.20569232 9317.64573085
0.00500    60670360.35349634 98285.98194194
0.01000    56539197.33061598 158592.44528982
0.01500    50307705.65746735 181107.73657181
0.02000    42801482.94214201 161789.60207722
0.02500    34914116.32170778 177014.56594665
0.03000    27438265.45760986 127587.93161807
0.03500    20944808.11895306 158342.74593836
0.04000    15731996.83493665 135452.48979505
0.04500    11843965.25464235 114412.70185812
0.05000    9137029.93953937 90867.76075749
0.05500    7365225.28654810 68054.68015373
0.06000    6257437.19084618 74432.21374870
0.06500    5570791.78963955 77211.17250475
0.07000    5116310.39194628 76284.18626285
0.07500    4763116.90892979 54299.53156408
0.08000    4430673.36535549 64599.21624080
0.08500    4077484.85624428 57859.50883188
0.09000    3690768.68747138 75568.48720545
0.09500    3277999.14143499 56643.82391110
0.10000    2859415.28038394 56316.18270086
0.10500    2460524.67829194 43034.57567050
0.11000    2105092.35376892 42059.74429666
0.11500    1809711.90317313 37786.78370094
0.12000    1580928.12870756 28693.84489999
0.12500    1415637.83454205 40133.33171934
0.13000    1303853.06778291 25620.71221364
0.13500    1232581.62049421 27659.13095021
0.14000    1189378.76295321 30186.43233382
0.14500    1164443.47013241 28051.44257279
0.15000    1151001.14985188 33891.22810488
0.15500    1144364.57768002 32133.75662761
0.16000    1140445.20131878 35804.27630009
0.16500    1134664.10052208 31078.44902283
0.17000    1121755.16599525 34527.62324209
0.17500    1096740.98659731 46326.33824428
0.18000    1056514.00509324 28684.35460068
0.18500    1001329.40908447 33524.50787085
0.19000    935265.28278187 32154.41970710
0.19500    865408.66643942 33075.91849578
0.20000    799701.92819161 28933.21511848
0.20500    744515.73670658 23005.53575252
0.21000    702721.08550210 26689.34623364
0.21500    673145.47227050 26171.89537960
0.22000    651516.71393872 25917.33430381
0.22500    632435.69711420 21439.56965508
0.23000    611392.23308776 23303.21444553
0.23500    586135.19951545 24899.02272124
0.24000    556902.45841028 26171.63045044
0.24500    525719.38806361 25218.75848402
0.25000    495255.01549920 22375.62110211
0.25500    467865.87007746 28745.67841755
0.26000    445050.89879053 20908.49075963
0.26500    427381.30387748 20463.01637399
0.27000    414672.00358774 20227.69988455
0.27500    406161.66833108 18496.60196386
0.28000    400648.31654890 23642.25663299
0.28500    396634.04294225 22120.28008219
0.29000    392536.47204746 17134.21662321
0.29500    387052.77268283 18903.65699673
0.30000    379477.84854012 20560.10937588
0.30500    369902.03616604 20374.20369811
0.31000    359094.97687062 21777.31438712
0.31500    348177.41105390 18153.96980786
0.32000    338190.73668088 19540.66033001
0.32500    329769.05070406 24188.55933015
0.33000    323026.47650444 17642.09062115
0.33500    317648.71875633 16009.49506854
0.34000    313085.80938100 20818.64043082
0.34500    308737.27439259 24035.19627579
0.35000    304028.52893265 19208.52202984
0.35500    298458.24736147 22312.73807542
0.36000    291642.66966972 18950.94025273
0.36500    283375.32918753 17113.03574817
0.37000    273732.01975383 18279.82387168
0.37500    263082.22943788 14837.83740953
0.38000    252054.27772353 18726.37214600
0.38500    241348.30842055 16768.88009522
0.39000    231557.19864486 16296.99527729
0.39500    222983.68354302 14569.75355786
0.40000    215605.69032133 18156.15477715
0.40500    209159.60548489 16559.16559702
